ID_Pedido,Data_Pedido,Produto,Categoria,UF,Estado,Regiao,Canal_Venda,Status_Pedido,Quantidade,Preco_Unitario,Desconto,Frete,Valor_Total
385,2024-06-12,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,1,195.0,0.14,22.55,167.7
386,2024-04-12,Smartphone Samsung Galaxy,Eletrônicos,BA,Bahia,Nordeste,Site,Cancelado,3,1356.29,0.05,16.05,3865.43
387,2024-01-13,Smartphone Samsung Galaxy,Eletrônicos,SC,Santa Catarina,Sul,Site,Entregue,5,1359.86,0.11,26.98,6051.38
388,2024-07-08,Livro Python para Iniciantes,Livros,PE,Pernambuco,Nordeste,Site,Devolvido,2,70.92,0.14,11.67,121.98
389,2023-11-11,Tênis Nike Air Max,Calçados,MT,Mato Grosso,Centro-Oeste,Marketplace,Entregue,3,382.58,0.1,69.43,1032.97
390,2024-12-29,Notebook Dell Inspiron,Eletrônicos,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,4,3404.55,0.01,79.79,13482.02
391,2023-03-28,Calça Jeans Masculina,Vestuário,RJ,Rio de Janeiro,Sudeste,Site,Entregue,5,123.83,0.13,42.09,538.66
392,2023-05-14,Livro Python para Iniciantes,Livros,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,4,69.41,0.09,40.45,252.65
393,2023-10-06,Camiseta Básica,Vestuário,PR,Paraná,Sul,App Mobile,Entregue,4,51.16,0.11,32.26,182.13
394,2023-11-18,Camiseta Básica,Vestuário,RJ,Rio de Janeiro,Sudeste,Site,Entregue,5,43.77,0.02,41.47,214.47
395,2023-04-03,Sandália Havaianas,Calçados,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,2,57.68,0.07,69.67,107.28
396,2023-04-04,Fone Bluetooth JBL,Eletrônicos,PA,Pará,Norte,Marketplace,Entregue,5,257.94,0.13,32.95,1122.04
397,2023-06-28,Whey Protein 1kg,Suplementos,RS,Rio Grande do Sul,Sul,App Mobile,Cancelado,5,137.87,0.04,67.41,661.78
398,2023-05-24,Smartphone Samsung Galaxy,Eletrônicos,BA,Bahia,Nordeste,App Mobile,Devolvido,5,1186.11,0.07,66.27,5515.41
399,2024-10-22,Notebook Dell Inspiron,Eletrônicos,SP,São Paulo,Sudeste,Site,Entregue,2,3147.47,0.06,58.04,5917.24
400,2024-03-30,Notebook Dell Inspiron,Eletrônicos,GO,Goiás,Centro-Oeste,Marketplace,Entregue,1,2993.22,0.01,73.17,2963.29
401,2024-08-10,Multivitamínico,Suplementos,MG,Minas Gerais,Sudeste,Site,Entregue,1,77.37,0.07,21.76,71.95
402,2023-08-08,Sandália Havaianas,Calçados,DF,Distrito Federal,Centro-Oeste,Marketplace,Cancelado,4,51.36,0.1,22.1,184.9
403,2023-09-09,Teclado Mecânico,Eletrônicos,MG,Minas Gerais,Sudeste,App Mobile,Entregue,4,417.53,0.01,53.34,1653.42
404,2024-03-05,Livro Clean Code,Livros,PR,Paraná,Sul,App Mobile,Cancelado,5,87.18,0.01,36.81,431.54
405,2024-01-03,Camiseta Básica,Vestuário,MT,Mato Grosso,Centro-Oeste,Marketplace,Entregue,5,52.33,0.15,64.73,222.4
406,2023-11-23,Panela de Pressão Tramontina,Casa e Cozinha,CE,Ceará,Nordeste,App Mobile,Entregue,5,185.27,0.06,22.59,870.77
407,2024-08-21,Livro Python para Iniciantes,Livros,RS,Rio Grande do Sul,Sul,Site,Entregue,1,84.07,0.07,35.02,78.19
408,2023-02-27,Camiseta Básica,Vestuário,MG,Minas Gerais,Sudeste,Site,Entregue,2,45.74,0.12,74.21,80.5
409,2023-08-31,Multivitamínico,Suplementos,RS,Rio Grande do Sul,Sul,Marketplace,Cancelado,3,97.43,0.15,22.16,248.45
410,2024-07-31,Livro Python para Iniciantes,Livros,SC,Santa Catarina,Sul,Marketplace,Entregue,5,68.48,0.11,76.33,304.74
411,2023-08-27,Fone Bluetooth JBL,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Cancelado,5,278.09,0.07,16.32,1293.12
412,2023-05-14,Livro Python para Iniciantes,Livros,RS,Rio Grande do Sul,Sul,Site,Devolvido,4,67.93,0.14,24.1,233.68
413,2023-04-24,Tênis Nike Air Max,Calçados,AM,Amazonas,Norte,Site,Entregue,1,384.88,0.09,74.21,350.24
414,2023-12-11,Mouse Gamer Logitech,Eletrônicos,CE,Ceará,Nordeste,App Mobile,Entregue,3,205.12,0.1,51.02,553.82
415,2023-06-28,Calça Jeans Masculina,Vestuário,SC,Santa Catarina,Sul,Site,Entregue,4,136.13,0.14,55.44,468.29
416,2023-11-11,Whey Protein 1kg,Suplementos,CE,Ceará,Nordeste,Marketplace,Devolvido,3,144.84,0.09,22.27,395.41
417,2024-02-05,Whey Protein 1kg,Suplementos,AM,Amazonas,Norte,App Mobile,Entregue,2,165.05,0.14,76.41,283.89
418,2023-08-15,Mouse Gamer Logitech,Eletrônicos,PA,Pará,Norte,Marketplace,Entregue,2,200.02,0.14,77.73,344.03
419,2023-11-24,Livro Clean Code,Livros,GO,Goiás,Centro-Oeste,Site,Cancelado,2,83.86,0.01,34.28,166.04
420,2023-12-25,Fone Bluetooth JBL,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Site,Entregue,4,255.77,0.03,58.52,992.39
421,2024-02-28,Calça Jeans Masculina,Vestuário,PA,Pará,Norte,Site,Entregue,1,122.95,0.11,77.84,109.43
422,2024-08-14,Panela de Pressão Tramontina,Casa e Cozinha,ES,Espírito Santo,Sudeste,App Mobile,Entregue,5,179.23,0.12,65.21,788.61
423,2023-01-21,Livro Clean Code,Livros,PA,Pará,Norte,Marketplace,Entregue,2,86.56,0.12,12.34,152.35
424,2024-07-14,Tênis Nike Air Max,Calçados,PR,Paraná,Sul,Site,Entregue,3,401.55,0.06,61.24,1132.37
425,2024-10-31,Teclado Mecânico,Eletrônicos,RJ,Rio de Janeiro,Sudeste,App Mobile,Devolvido,5,418.48,0.11,40.19,1862.24
426,2024-12-14,Fone Bluetooth JBL,Eletrônicos,GO,Goiás,Centro-Oeste,App Mobile,Entregue,1,262.51,0.03,23.3,254.63
427,2024-02-07,Aspirador Philco,Casa e Cozinha,AM,Amazonas,Norte,Marketplace,Devolvido,3,355.2,0.04,16.71,1022.98
428,2024-11-08,Livro Python para Iniciantes,Livros,CE,Ceará,Nordeste,App Mobile,Entregue,1,75.12,0.06,30.62,70.61
429,2023-03-25,Livro Clean Code,Livros,GO,Goiás,Centro-Oeste,App Mobile,Entregue,1,76.99,0.03,30.43,74.68
430,2024-10-19,Panela de Pressão Tramontina,Casa e Cozinha,DF,Distrito Federal,Centro-Oeste,Site,Entregue,4,183.77,0.13,28.55,639.52
431,2024-04-21,Aspirador Philco,Casa e Cozinha,BA,Bahia,Nordeste,Site,Entregue,4,329.73,0.07,28.43,1226.6
432,2024-11-15,Calça Jeans Masculina,Vestuário,RS,Rio Grande do Sul,Sul,App Mobile,Devolvido,1,115.32,0.1,16.77,103.79
433,2024-06-19,Tênis Nike Air Max,Calçados,PA,Pará,Norte,Marketplace,Cancelado,5,408.0,0.01,37.1,2019.6
434,2023-02-05,Sandália Havaianas,Calçados,CE,Ceará,Nordeste,Marketplace,Cancelado,5,64.12,0.07,15.53,298.16
435,2023-06-21,Aspirador Philco,Casa e Cozinha,GO,Goiás,Centro-Oeste,Marketplace,Devolvido,5,310.31,0.14,41.43,1334.33
436,2024-10-04,Camiseta Básica,Vestuário,PA,Pará,Norte,Site,Entregue,1,47.7,0.15,40.48,40.55
437,2024-02-02,Fone Bluetooth JBL,Eletrônicos,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,3,323.2,0.14,14.69,833.86
438,2024-12-18,Aspirador Philco,Casa e Cozinha,BA,Bahia,Nordeste,Marketplace,Entregue,3,342.87,0.14,10.87,884.6
439,2023-04-13,Livro Python para Iniciantes,Livros,GO,Goiás,Centro-Oeste,Marketplace,Cancelado,1,76.19,0.02,51.16,74.67
440,2023-09-28,Teclado Mecânico,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,3,415.97,0.13,71.45,1085.68
441,2024-09-25,Sandália Havaianas,Calçados,MT,Mato Grosso,Centro-Oeste,App Mobile,Devolvido,5,58.0,0.03,38.21,281.3
442,2023-02-20,Livro Python para Iniciantes,Livros,MT,Mato Grosso,Centro-Oeste,Marketplace,Cancelado,1,75.82,0.13,58.34,65.96
443,2024-05-18,Whey Protein 1kg,Suplementos,PE,Pernambuco,Nordeste,App Mobile,Entregue,1,149.42,0.12,31.77,131.49
444,2023-11-25,Mouse Gamer Logitech,Eletrônicos,AM,Amazonas,Norte,Marketplace,Entregue,2,176.63,0.15,41.02,300.27
445,2024-05-11,Calça Jeans Masculina,Vestuário,AM,Amazonas,Norte,App Mobile,Devolvido,1,116.52,0.03,67.68,113.02
446,2024-02-18,Multivitamínico,Suplementos,CE,Ceará,Nordeste,App Mobile,Entregue,5,94.2,0.01,59.67,466.29
447,2023-03-01,Fone Bluetooth JBL,Eletrônicos,PA,Pará,Norte,Marketplace,Devolvido,1,267.94,0.13,24.05,233.11
448,2024-06-01,Camiseta Básica,Vestuário,SP,São Paulo,Sudeste,App Mobile,Entregue,3,51.21,0.04,67.65,147.48
449,2024-04-30,Sandália Havaianas,Calçados,MT,Mato Grosso,Centro-Oeste,Site,Entregue,2,56.49,0.09,22.43,102.81
450,2023-04-03,Livro Python para Iniciantes,Livros,CE,Ceará,Nordeste,App Mobile,Entregue,2,84.65,0.04,68.16,162.53
451,2023-08-15,Calça Jeans Masculina,Vestuário,SP,São Paulo,Sudeste,App Mobile,Entregue,2,138.14,0.12,25.0,243.13
452,2024-11-29,Livro Clean Code,Livros,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,3,91.06,0.08,70.52,251.33
453,2023-11-09,Smartphone Samsung Galaxy,Eletrônicos,PE,Pernambuco,Nordeste,Site,Entregue,5,1365.18,0.03,52.58,6621.12
454,2023-08-12,Whey Protein 1kg,Suplementos,AM,Amazonas,Norte,Marketplace,Entregue,4,171.71,0.13,42.13,597.55
455,2024-11-09,Panela de Pressão Tramontina,Casa e Cozinha,PR,Paraná,Sul,Marketplace,Devolvido,5,180.27,0.02,45.81,883.32
456,2023-03-07,Mouse Gamer Logitech,Eletrônicos,DF,Distrito Federal,Centro-Oeste,App Mobile,Devolvido,5,200.35,0.04,17.57,961.68
457,2023-11-02,Tênis Nike Air Max,Calçados,PR,Paraná,Sul,Marketplace,Entregue,3,411.79,0.11,72.47,1099.48
458,2024-11-07,Camiseta Básica,Vestuário,MG,Minas Gerais,Sudeste,Marketplace,Entregue,1,52.46,0.12,52.0,46.16
459,2024-02-02,Tênis Nike Air Max,Calçados,MT,Mato Grosso,Centro-Oeste,Site,Entregue,4,494.61,0.04,39.3,1899.3
460,2024-10-15,Whey Protein 1kg,Suplementos,SP,São Paulo,Sudeste,Marketplace,Devolvido,2,149.63,0.11,58.04,266.34
461,2024-07-25,Multivitamínico,Suplementos,PE,Pernambuco,Nordeste,Marketplace,Entregue,5,83.16,0.03,56.03,403.33
462,2023-07-07,Fone Bluetooth JBL,Eletrônicos,PR,Paraná,Sul,Site,Cancelado,2,310.47,0.11,49.13,552.64
463,2023-12-06,Livro Clean Code,Livros,ES,Espírito Santo,Sudeste,App Mobile,Entregue,2,84.4,0.11,31.5,150.23
464,2024-08-20,Tênis Nike Air Max,Calçados,PR,Paraná,Sul,Marketplace,Entregue,4,478.16,0.07,70.65,1778.76
465,2023-11-02,Livro Python para Iniciantes,Livros,GO,Goiás,Centro-Oeste,Site,Cancelado,2,77.91,0.13,36.72,135.56
466,2024-04-13,Sandália Havaianas,Calçados,SP,São Paulo,Sudeste,Site,Entregue,2,56.05,0.15,72.5,95.28
467,2024-10-11,Fone Bluetooth JBL,Eletrônicos,SC,Santa Catarina,Sul,Marketplace,Entregue,1,291.47,0.09,22.38,265.24
468,2024-05-16,Smartphone Samsung Galaxy,Eletrônicos,SP,São Paulo,Sudeste,App Mobile,Entregue,2,1352.28,0.03,63.51,2623.42
469,2024-05-03,Multivitamínico,Suplementos,PA,Pará,Norte,Site,Entregue,5,86.16,0.06,40.03,404.95
470,2024-06-27,Sandália Havaianas,Calçados,SP,São Paulo,Sudeste,Site,Devolvido,2,61.86,0.14,72.44,106.4
471,2023-04-16,Camiseta Básica,Vestuário,SP,São Paulo,Sudeste,Marketplace,Entregue,2,45.24,0.13,31.85,78.72
472,2024-04-11,Sandália Havaianas,Calçados,CE,Ceará,Nordeste,Marketplace,Entregue,2,51.89,0.01,76.39,102.74
473,2024-05-16,Whey Protein 1kg,Suplementos,CE,Ceará,Nordeste,Marketplace,Devolvido,3,153.25,0.1,19.37,413.78
474,2023-08-05,Tênis Nike Air Max,Calçados,PA,Pará,Norte,Site,Entregue,4,384.57,0.03,78.94,1492.13
475,2024-01-20,Whey Protein 1kg,Suplementos,SP,São Paulo,Sudeste,Marketplace,Devolvido,2,140.84,0.11,65.45,250.7
476,2024-10-31,Teclado Mecânico,Eletrônicos,MT,Mato Grosso,Centro-Oeste,App Mobile,Devolvido,5,336.15,0.15,56.34,1428.64
477,2024-12-19,Mouse Gamer Logitech,Eletrônicos,SP,São Paulo,Sudeste,Site,Entregue,4,192.12,0.02,27.69,753.11
478,2024-09-29,Fone Bluetooth JBL,Eletrônicos,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,3,286.47,0.02,46.42,842.22
479,2023-04-19,Livro Python para Iniciantes,Livros,AM,Amazonas,Norte,Site,Cancelado,1,78.13,0.09,29.79,71.1
480,2024-02-24,Panela de Pressão Tramontina,Casa e Cozinha,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,3,200.89,0.15,35.05,512.27
481,2023-08-29,Calça Jeans Masculina,Vestuário,MG,Minas Gerais,Sudeste,Site,Devolvido,4,139.98,0.1,43.65,503.93
482,2023-04-03,Smartphone Samsung Galaxy,Eletrônicos,SP,São Paulo,Sudeste,Marketplace,Entregue,1,1376.34,0.1,20.44,1238.71
483,2023-09-28,Multivitamínico,Suplementos,CE,Ceará,Nordeste,Site,Entregue,3,90.9,0.07,78.41,253.61
484,2024-03-12,Panela de Pressão Tramontina,Casa e Cozinha,SP,São Paulo,Sudeste,Site,Entregue,1,201.88,0.05,57.37,191.79
485,2024-01-02,Whey Protein 1kg,Suplementos,RJ,Rio de Janeiro,Sudeste,Site,Entregue,1,169.97,0.1,21.94,152.97
486,2024-02-14,Teclado Mecânico,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Entregue,1,367.74,0.05,17.97,349.35
487,2024-12-13,Panela de Pressão Tramontina,Casa e Cozinha,PR,Paraná,Sul,App Mobile,Cancelado,4,192.22,0.12,17.91,676.61
488,2024-03-24,Whey Protein 1kg,Suplementos,SP,São Paulo,Sudeste,Site,Entregue,4,172.34,0.07,49.83,641.1
489,2023-05-14,Fone Bluetooth JBL,Eletrônicos,GO,Goiás,Centro-Oeste,App Mobile,Entregue,5,257.08,0.1,68.7,1156.86
490,2023-01-13,Panela de Pressão Tramontina,Casa e Cozinha,ES,Espírito Santo,Sudeste,App Mobile,Entregue,4,182.34,0.01,55.85,722.07
491,2023-12-13,Whey Protein 1kg,Suplementos,DF,Distrito Federal,Centro-Oeste,Marketplace,Devolvido,5,164.85,0.03,76.9,799.52
492,2024-11-10,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,Marketplace,Devolvido,1,335.28,0.11,43.74,298.4
493,2023-06-10,Livro Clean Code,Livros,MT,Mato Grosso,Centro-Oeste,App Mobile,Entregue,5,96.46,0.09,10.82,438.89
494,2023-10-12,Aspirador Philco,Casa e Cozinha,DF,Distrito Federal,Centro-Oeste,App Mobile,Cancelado,2,303.96,0.07,26.86,565.37
495,2024-08-09,Smartphone Samsung Galaxy,Eletrônicos,CE,Ceará,Nordeste,Site,Devolvido,4,1235.97,0.04,42.14,4746.12
496,2023-04-16,Panela de Pressão Tramontina,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,App Mobile,Cancelado,3,167.05,0.07,55.74,466.07
497,2024-09-25,Sandália Havaianas,Calçados,BA,Bahia,Nordeste,Site,Devolvido,5,50.92,0.01,52.29,252.05
498,2023-02-25,Livro Clean Code,Livros,PR,Paraná,Sul,Marketplace,Devolvido,2,91.13,0.07,33.86,169.5
499,2024-01-08,Mouse Gamer Logitech,Eletrônicos,RS,Rio Grande do Sul,Sul,App Mobile,Entregue,5,208.27,0.09,60.17,947.63
500,2023-10-26,Whey Protein 1kg,Suplementos,PE,Pernambuco,Nordeste,Site,Entregue,2,136.0,0.05,54.36,258.4
501,2024-02-24,Aspirador Philco,Casa e Cozinha,CE,Ceará,Nordeste,App Mobile,Entregue,1,375.87,0.07,67.53,349.56
502,2023-07-15,Notebook Dell Inspiron,Eletrônicos,PR,Paraná,Sul,Marketplace,Entregue,2,3079.77,0.13,25.09,5358.8
503,2024-04-06,Whey Protein 1kg,Suplementos,SC,Santa Catarina,Sul,Site,Cancelado,1,172.96,0.13,51.22,150.48
504,2024-07-20,Panela de Pressão Tramontina,Casa e Cozinha,MT,Mato Grosso,Centro-Oeste,Marketplace,Devolvido,2,207.17,0.0,61.53,414.34
505,2023-06-27,Teclado Mecânico,Eletrônicos,BA,Bahia,Nordeste,Marketplace,Cancelado,5,407.55,0.14,58.43,1752.46
506,2024-01-29,Whey Protein 1kg,Suplementos,DF,Distrito Federal,Centro-Oeste,Site,Entregue,4,162.2,0.09,32.53,590.41
507,2023-05-17,Sandália Havaianas,Calçados,GO,Goiás,Centro-Oeste,Marketplace,Entregue,3,56.87,0.05,30.59,162.08
508,2024-07-20,Fone Bluetooth JBL,Eletrônicos,BA,Bahia,Nordeste,Marketplace,Devolvido,3,318.12,0.08,31.97,878.01
509,2023-05-16,Livro Clean Code,Livros,RS,Rio Grande do Sul,Sul,Site,Entregue,5,92.47,0.1,74.48,416.12
510,2023-12-27,Whey Protein 1kg,Suplementos,MT,Mato Grosso,Centro-Oeste,Site,Devolvido,5,163.67,0.05,18.08,777.43
511,2024-03-08,Aspirador Philco,Casa e Cozinha,PE,Pernambuco,Nordeste,Marketplace,Devolvido,4,356.39,0.13,47.37,1240.24
512,2023-10-01,Multivitamínico,Suplementos,SP,São Paulo,Sudeste,Marketplace,Entregue,1,84.98,0.01,13.96,84.13
513,2023-07-28,Multivitamínico,Suplementos,PA,Pará,Norte,Site,Entregue,3,79.71,0.01,64.91,236.74
514,2023-08-18,Multivitamínico,Suplementos,CE,Ceará,Nordeste,Site,Entregue,4,78.72,0.13,61.76,273.95
515,2024-12-10,Whey Protein 1kg,Suplementos,MT,Mato Grosso,Centro-Oeste,Marketplace,Cancelado,2,156.34,0.12,58.73,275.16
516,2024-07-19,Livro Clean Code,Livros,SP,São Paulo,Sudeste,App Mobile,Cancelado,4,97.92,0.15,31.89,332.93
517,2023-08-19,Smartphone Samsung Galaxy,Eletrônicos,SP,São Paulo,Sudeste,Marketplace,Entregue,2,1306.58,0.12,70.91,2299.58
518,2023-07-18,Teclado Mecânico,Eletrônicos,MT,Mato Grosso,Centro-Oeste,Marketplace,Entregue,5,384.7,0.09,64.33,1750.38
519,2023-02-11,Calça Jeans Masculina,Vestuário,PE,Pernambuco,Nordeste,Site,Entregue,2,141.67,0.11,18.35,252.17
520,2024-04-22,Sandália Havaianas,Calçados,PR,Paraná,Sul,Marketplace,Entregue,2,53.32,0.13,10.4,92.78
521,2024-10-02,Whey Protein 1kg,Suplementos,ES,Espírito Santo,Sudeste,Site,Entregue,2,173.04,0.09,64.16,314.93
522,2024-12-25,Livro Python para Iniciantes,Livros,DF,Distrito Federal,Centro-Oeste,Marketplace,Entregue,4,83.69,0.08,15.1,307.98
523,2024-07-03,Tênis Nike Air Max,Calçados,CE,Ceará,Nordeste,Site,Entregue,5,390.08,0.08,39.12,1794.37
524,2024-09-25,Sandália Havaianas,Calçados,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,2,60.85,0.05,30.55,115.61
525,2024-09-20,Aspirador Philco,Casa e Cozinha,PE,Pernambuco,Nordeste,Marketplace,Entregue,1,355.93,0.07,73.31,331.01
526,2023-09-20,Teclado Mecânico,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Entregue,3,368.59,0.12,17.94,973.08
527,2024-04-01,Aspirador Philco,Casa e Cozinha,AM,Amazonas,Norte,App Mobile,Entregue,5,369.33,0.06,66.2,1735.85
528,2024-07-04,Panela de Pressão Tramontina,Casa e Cozinha,SP,São Paulo,Sudeste,App Mobile,Entregue,3,185.81,0.14,21.72,479.39
529,2024-03-10,Aspirador Philco,Casa e Cozinha,SP,São Paulo,Sudeste,Marketplace,Entregue,2,356.05,0.12,70.55,626.65
530,2023-06-07,Mouse Gamer Logitech,Eletrônicos,RJ,Rio de Janeiro,Sudeste,Site,Devolvido,4,202.23,0.14,62.28,695.67
531,2024-07-25,Smartphone Samsung Galaxy,Eletrônicos,PE,Pernambuco,Nordeste,Marketplace,Entregue,1,1133.36,0.01,65.6,1122.03
532,2023-01-18,Notebook Dell Inspiron,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Entregue,4,3313.58,0.09,40.31,12061.43
533,2024-08-22,Sandália Havaianas,Calçados,MT,Mato Grosso,Centro-Oeste,Site,Devolvido,1,60.52,0.09,62.92,55.07
534,2023-03-30,Smartphone Samsung Galaxy,Eletrônicos,AM,Amazonas,Norte,Site,Entregue,5,1139.41,0.12,31.09,5013.4
535,2023-08-14,Calça Jeans Masculina,Vestuário,PA,Pará,Norte,App Mobile,Cancelado,4,137.11,0.0,20.94,548.44
536,2024-10-25,Fone Bluetooth JBL,Eletrônicos,AM,Amazonas,Norte,App Mobile,Devolvido,3,326.9,0.02,57.41,961.09
537,2024-07-04,Tênis Nike Air Max,Calçados,SP,São Paulo,Sudeste,Marketplace,Devolvido,2,396.28,0.0,51.77,792.56
538,2023-05-26,Aspirador Philco,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,3,315.94,0.14,69.6,815.13
539,2023-02-25,Fone Bluetooth JBL,Eletrônicos,MG,Minas Gerais,Sudeste,Site,Devolvido,3,269.48,0.03,65.98,784.19
540,2023-07-22,Mouse Gamer Logitech,Eletrônicos,PA,Pará,Norte,Marketplace,Cancelado,5,173.57,0.1,27.55,781.06
541,2024-09-26,Whey Protein 1kg,Suplementos,GO,Goiás,Centro-Oeste,App Mobile,Entregue,3,141.04,0.1,17.0,380.81
542,2024-08-21,Notebook Dell Inspiron,Eletrônicos,ES,Espírito Santo,Sudeste,Site,Entregue,4,3368.35,0.09,31.4,12260.79
543,2023-08-15,Fone Bluetooth JBL,Eletrônicos,GO,Goiás,Centro-Oeste,Marketplace,Entregue,3,326.79,0.03,31.93,950.96
544,2024-05-06,Whey Protein 1kg,Suplementos,AM,Amazonas,Norte,Marketplace,Cancelado,3,169.5,0.02,61.31,498.33
545,2023-10-15,Panela de Pressão Tramontina,Casa e Cozinha,PE,Pernambuco,Nordeste,App Mobile,Entregue,4,187.61,0.03,52.46,727.93
546,2023-03-19,Mouse Gamer Logitech,Eletrônicos,DF,Distrito Federal,Centro-Oeste,Site,Devolvido,2,183.07,0.13,15.35,318.54
547,2023-02-07,Teclado Mecânico,Eletrônicos,SP,São Paulo,Sudeste,Marketplace,Entregue,5,387.84,0.12,24.89,1706.5
548,2024-08-26,Aspirador Philco,Casa e Cozinha,PR,Paraná,Sul,Marketplace,Devolvido,4,354.62,0.02,37.47,1390.11
549,2023-01-11,Whey Protein 1kg,Suplementos,DF,Distrito Federal,Centro-Oeste,App Mobile,Entregue,4,155.95,0.01,35.47,617.56
550,2024-08-02,Livro Clean Code,Livros,RS,Rio Grande do Sul,Sul,Marketplace,Entregue,5,79.57,0.02,49.65,389.89
551,2023-09-28,Livro Clean Code,Livros,DF,Distrito Federal,Centro-Oeste,Site,Cancelado,3,77.32,0.11,26.22,206.44
552,2024-04-10,Tênis Nike Air Max,Calçados,RS,Rio Grande do Sul,Sul,Site,Entregue,5,484.51,0.05,42.88,2301.42
553,2023-09-27,Teclado Mecânico,Eletrônicos,SP,São Paulo,Sudeste,Site,Entregue,1,400.01,0.08,68.08,368.01
554,2023-03-21,Livro Python para Iniciantes,Livros,CE,Ceará,Nordeste,Marketplace,Entregue,4,80.97,0.05,55.73,307.69
555,2024-05-08,Aspirador Philco,Casa e Cozinha,PR,Paraná,Sul,App Mobile,Entregue,5,332.92,0.12,34.15,1464.85
556,2023-10-15,Teclado Mecânico,Eletrônicos,GO,Goiás,Centro-Oeste,Site,Devolvido,2,374.29,0.03,46.02,726.12
557,2024-02-29,Camiseta Básica,Vestuário,MG,Minas Gerais,Sudeste,Site,Entregue,3,49.93,0.12,56.28,131.82
558,2024-10-24,Multivitamínico,Suplementos,SC,Santa Catarina,Sul,Marketplace,Entregue,4,91.59,0.07,51.36,340.71
559,2024-06-08,Mouse Gamer Logitech,Eletrônicos,BA,Bahia,Nordeste,Site,Entregue,1,176.31,0.09,19.43,160.44
560,2024-02-20,Smartphone Samsung Galaxy,Eletrônicos,ES,Espírito Santo,Sudeste,Marketplace,Entregue,1,1158.97,0.14,46.16,996.71
561,2024-04-27,Livro Python para Iniciantes,Livros,GO,Goiás,Centro-Oeste,Marketplace,Entregue,3,86.84,0.03,52.46,252.7
562,2023-07-06,Mouse Gamer Logitech,Eletrônicos,PE,Pernambuco,Nordeste,Site,Entregue,4,199.94,0.12,67.43,703.79
563,2024-08-27,Livro Python para Iniciantes,Livros,MT,Mato Grosso,Centro-Oeste,Marketplace,Entregue,2,82.38,0.05,41.74,156.52
564,2024-05-31,Notebook Dell Inspiron,Eletrônicos,RS,Rio Grande do Sul,Sul,App Mobile,Cancelado,2,3069.12,0.03,70.17,5954.09
565,2024-06-28,Livro Clean Code,Livros,BA,Bahia,Nordeste,Site,Devolvido,1,80.4,0.14,51.99,69.14
566,2023-01-02,Aspirador Philco,Casa e Cozinha,PA,Pará,Norte,Site,Entregue,4,355.1,0.14,47.75,1221.54
567,2024-03-15,Teclado Mecânico,Eletrônicos,PA,Pará,Norte,Marketplace,Cancelado,5,372.42,0.13,58.83,1620.03
568,2024-12-14,Camiseta Básica,Vestuário,PA,Pará,Norte,App Mobile,Cancelado,3,49.76,0.11,63.31,132.86
569,2023-10-18,Livro Python para Iniciantes,Livros,RJ,Rio de Janeiro,Sudeste,App Mobile,Entregue,3,77.45,0.03,70.13,225.38
570,2024-08-14,Livro Python para Iniciantes,Livros,ES,Espírito Santo,Sudeste,Marketplace,Cancelado,3,71.69,0.11,65.26,191.41
571,2024-01-06,Aspirador Philco,Casa e Cozinha,RJ,Rio de Janeiro,Sudeste,Marketplace,Entregue,4,354.67,0.1,32.11,1276.81
572,2024-09-18,Notebook Dell Inspiron,Eletrônicos,MG,Minas Gerais,Sudeste,App Mobile,Devolvido,3,3202.72,0.08,49.53,8839.51
573,2024-07-26,Calça Jeans Masculina,Vestuário,MT,Mato Grosso,Centro-Oeste,App Mobile,Entregue,4,128.34,0.08,22.51,472.29
574,2024-11-06,Aspirador Philco,Casa e Cozinha,PE,Pernambuco,Nordeste,App Mobile,Entregue,5,327.54,0.11,61.5,1457.55
575,2024-07-17,Notebook Dell Inspiron,Eletrônicos,AM,Amazonas,Norte,Site,Cancelado,2,3061.87,0.08,65.03,5633.84
576,2023-05-29,Livro Python para Iniciantes,Livros,AM,Amazonas,Norte,Marketplace,Entregue,2,75.69,0.1,66.31,136.24
577,2023-02-08,Panela de Pressão Tramontina,Casa e Cozinha,ES,Espírito Santo,Sudeste,Marketplace,Cancelado,1,164.46,0.03,15.6,159.53
